learning_record_id,employee_id,course_id,course_name,mandatory_flag,assignment_date,due_date,completion_date,completion_status,days_to_complete,overdue_flag,department,country
LRN0004583,EMP02150,C001,Code of Conduct,1,2025-12-05,2026-01-01,,Incomplete,,1,Operations,UK
LRN0004584,EMP02150,C005,Stakeholder Management,0,2025-12-15,2026-03-06,,Incomplete,,1,Operations,UK
LRN0004585,EMP02150,C006,Advanced Analytics,0,2026-03-06,2026-05-18,2026-03-31,Completed,25.0,0,Operations,UK
LRN0004586,EMP02150,C004,Leadership Essentials,0,2025-02-08,2025-05-05,,Incomplete,,1,Operations,UK
LRN0004587,EMP02151,C003,Data Protection,1,2025-05-14,2025-06-25,2025-06-02,Completed,19.0,0,Operations,Ireland
LRN0004588,EMP02151,C004,Leadership Essentials,0,2025-10-30,2026-01-24,2025-11-28,Completed,29.0,0,Operations,Ireland
LRN0004589,EMP02151,C006,Advanced Analytics,0,2025-01-07,2025-03-25,,Incomplete,,1,Operations,Ireland
LRN0004590,EMP02152,C003,Data Protection,1,2025-04-16,2025-06-02,2025-04-21,Completed,5.0,0,Sales,UK
LRN0004591,EMP02152,C006,Advanced Analytics,0,2025-11-22,2026-02-22,,Incomplete,,1,Sales,UK
LRN0004592,EMP02153,C003,Data Protection,1,2025-09-23,2025-10-30,2025-11-01,Completed,39.0,0,Operations,Germany
LRN0004593,EMP02153,C006,Advanced Analytics,0,2026-03-01,2026-06-02,,Incomplete,,0,Operations,Germany
LRN0004594,EMP02154,C004,Leadership Essentials,0,2025-06-19,2025-09-05,2025-06-25,Completed,6.0,0,Commercial,UK
LRN0004595,EMP02154,C006,Advanced Analytics,0,2025-10-30,2026-01-17,,Incomplete,,1,Commercial,UK
LRN0004596,EMP02155,C001,Code of Conduct,1,2025-10-12,2025-11-16,,Incomplete,,1,Operations,Netherlands
LRN0004597,EMP02155,C004,Leadership Essentials,0,2026-03-29,2026-06-29,2026-03-31,Completed,2.0,0,Operations,Netherlands
LRN0004598,EMP02156,C001,Code of Conduct,1,2025-06-15,2025-07-24,2025-06-30,Completed,15.0,0,Commercial,Ireland
LRN0004599,EMP02156,C005,Stakeholder Management,0,2025-04-03,2025-06-13,,Incomplete,,1,Commercial,Ireland
LRN0004600,EMP02157,C005,Stakeholder Management,0,2026-03-14,2026-05-23,2026-03-31,Completed,17.0,0,Commercial,UK
LRN0004601,EMP02157,C006,Advanced Analytics,0,2025-11-10,2026-02-09,2025-12-07,Completed,27.0,0,Commercial,UK
LRN0004602,EMP02157,C004,Leadership Essentials,0,2026-02-13,2026-05-07,2026-03-02,Completed,17.0,0,Commercial,UK
LRN0004603,EMP02158,C006,Advanced Analytics,0,2025-02-26,2025-05-12,,Incomplete,,1,Operations,Germany
LRN0004604,EMP02158,C004,Leadership Essentials,0,2026-02-10,2026-05-12,,Incomplete,,0,Operations,Germany
LRN0004605,EMP02159,C003,Data Protection,1,2026-02-28,2026-03-26,,Incomplete,,1,Operations,UK
LRN0004606,EMP02159,C005,Stakeholder Management,0,2025-09-27,2025-12-30,,Incomplete,,1,Operations,UK
LRN0004607,EMP02160,C004,Leadership Essentials,0,2025-05-15,2025-08-10,,Incomplete,,1,Operations,Ireland
LRN0004608,EMP02161,C003,Data Protection,1,2026-02-23,2026-04-05,2026-03-15,Completed,20.0,0,Commercial,UK
LRN0004609,EMP02161,C006,Advanced Analytics,0,2025-02-18,2025-05-02,2025-03-08,Completed,18.0,0,Commercial,UK
LRN0004610,EMP02161,C005,Stakeholder Management,0,2025-05-24,2025-08-15,2025-06-01,Completed,8.0,0,Commercial,UK
LRN0004611,EMP02162,C001,Code of Conduct,1,2026-02-24,2026-04-08,2026-03-21,Completed,25.0,0,Operations,UK
LRN0004612,EMP02162,C006,Advanced Analytics,0,2026-02-12,2026-05-07,2026-03-02,Completed,18.0,0,Operations,UK
LRN0004613,EMP02163,C003,Data Protection,1,2025-03-28,2025-05-05,2025-04-06,Completed,9.0,0,Commercial,UK
LRN0004614,EMP02163,C006,Advanced Analytics,0,2025-06-02,2025-08-30,,Incomplete,,1,Commercial,UK
LRN0004615,EMP02164,C002,Health and Safety,1,2025-02-10,2025-03-31,,Incomplete,,1,Supply Chain,UK
LRN0004616,EMP02164,C005,Stakeholder Management,0,2025-03-12,2025-06-01,,Incomplete,,1,Supply Chain,UK
LRN0004617,EMP02164,C004,Leadership Essentials,0,2025-11-05,2026-01-20,,Incomplete,,1,Supply Chain,UK
LRN0004618,EMP02165,C001,Code of Conduct,1,2025-06-19,2025-08-04,2025-07-06,Completed,17.0,0,Customer Support,Germany
LRN0004619,EMP02165,C004,Leadership Essentials,0,2026-01-28,2026-04-09,2026-02-28,Completed,31.0,0,Customer Support,Germany
LRN0004620,EMP02166,C002,Health and Safety,1,2025-09-23,2025-10-31,2025-10-11,Completed,18.0,0,Customer Support,UK
LRN0004621,EMP02167,C003,Data Protection,1,2026-03-17,2026-04-27,,Incomplete,,0,Operations,UK
LRN0004622,EMP02167,C005,Stakeholder Management,0,2025-07-29,2025-10-12,2025-09-06,Completed,39.0,0,Operations,UK
LRN0004623,EMP02168,C004,Leadership Essentials,0,2025-04-02,2025-06-27,,Incomplete,,1,Sales,Germany
LRN0004624,EMP02168,C005,Stakeholder Management,0,2025-09-18,2025-12-10,,Incomplete,,1,Sales,Germany
LRN0004625,EMP02168,C006,Advanced Analytics,0,2026-02-12,2026-05-14,,Incomplete,,0,Sales,Germany
LRN0004626,EMP02169,C002,Health and Safety,1,2025-06-15,2025-07-13,2025-07-14,Completed,29.0,0,Supply Chain,Germany
LRN0004627,EMP02169,C005,Stakeholder Management,0,2025-02-25,2025-05-13,,Incomplete,,1,Supply Chain,Germany
LRN0004628,EMP02170,C003,Data Protection,1,2025-06-18,2025-07-24,2025-06-23,Completed,5.0,0,Technology,UK
LRN0004629,EMP02170,C006,Advanced Analytics,0,2025-11-09,2026-02-11,2025-11-29,Completed,20.0,0,Technology,UK
LRN0004630,EMP02171,C001,Code of Conduct,1,2025-01-30,2025-03-05,2025-03-15,Completed,44.0,0,Supply Chain,France
LRN0004631,EMP02171,C005,Stakeholder Management,0,2025-10-07,2026-01-06,2025-10-26,Completed,19.0,0,Supply Chain,France
LRN0004632,EMP02172,C003,Data Protection,1,2025-09-11,2025-10-06,,Incomplete,,1,Operations,Germany
LRN0004633,EMP02172,C006,Advanced Analytics,0,2025-03-17,2025-05-28,,Incomplete,,1,Operations,Germany
LRN0004634,EMP02173,C003,Data Protection,1,2025-11-05,2025-12-14,2025-11-08,Completed,3.0,0,Finance,UK
LRN0004635,EMP02174,C003,Data Protection,1,2025-05-30,2025-07-15,2025-06-07,Completed,8.0,0,Supply Chain,UK
LRN0004636,EMP02174,C005,Stakeholder Management,0,2025-04-06,2025-06-21,,Incomplete,,1,Supply Chain,UK
LRN0004637,EMP02175,C003,Data Protection,1,2025-04-02,2025-05-10,2025-04-15,Completed,13.0,0,Sales,Ireland
LRN0004638,EMP02175,C005,Stakeholder Management,0,2025-06-21,2025-09-21,,Incomplete,,1,Sales,Ireland
LRN0004639,EMP02175,C006,Advanced Analytics,0,2026-03-14,2026-06-14,2026-03-25,Completed,11.0,0,Sales,Ireland
LRN0004640,EMP02176,C004,Leadership Essentials,0,2025-04-24,2025-07-23,,Incomplete,,1,Operations,Netherlands
LRN0004641,EMP02176,C006,Advanced Analytics,0,2025-01-27,2025-04-24,2025-02-12,Completed,16.0,0,Operations,Netherlands
LRN0004642,EMP02176,C005,Stakeholder Management,0,2025-02-14,2025-04-29,2025-03-11,Completed,25.0,0,Operations,Netherlands
LRN0004643,EMP02177,C001,Code of Conduct,1,2025-08-14,2025-09-20,2025-09-19,Completed,36.0,0,Operations,UK
LRN0004644,EMP02177,C005,Stakeholder Management,0,2025-06-29,2025-09-12,,Incomplete,,1,Operations,UK
LRN0004645,EMP02177,C004,Leadership Essentials,0,2025-05-31,2025-08-17,2025-07-08,Completed,38.0,0,Operations,UK
LRN0004646,EMP02178,C002,Health and Safety,1,2025-03-17,2025-05-05,2025-04-05,Completed,19.0,0,Technology,Germany
LRN0004647,EMP02178,C006,Advanced Analytics,0,2025-09-03,2025-12-05,,Incomplete,,1,Technology,Germany
LRN0004648,EMP02178,C004,Leadership Essentials,0,2025-10-24,2026-01-03,2025-11-15,Completed,22.0,0,Technology,Germany
LRN0004649,EMP02179,C001,Code of Conduct,1,2025-11-22,2025-12-31,,Incomplete,,1,Commercial,France
LRN0004650,EMP02180,C002,Health and Safety,1,2025-10-23,2025-11-23,2025-11-18,Completed,26.0,0,Sales,Germany
LRN0004651,EMP02180,C006,Advanced Analytics,0,2025-07-17,2025-10-19,,Incomplete,,1,Sales,Germany
LRN0004652,EMP02181,C001,Code of Conduct,1,2025-09-21,2025-10-26,2025-10-12,Completed,21.0,0,Operations,UK
LRN0004653,EMP02182,C004,Leadership Essentials,0,2025-02-24,2025-05-14,,Incomplete,,1,Commercial,Ireland
LRN0004654,EMP02182,C005,Stakeholder Management,0,2026-02-26,2026-05-11,2026-03-21,Completed,23.0,0,Commercial,Ireland
LRN0004655,EMP02183,C002,Health and Safety,1,2025-03-29,2025-05-14,2025-04-23,Completed,25.0,0,Operations,UK
LRN0004656,EMP02183,C006,Advanced Analytics,0,2025-03-11,2025-05-20,2025-03-26,Completed,15.0,0,Operations,UK
LRN0004657,EMP02183,C005,Stakeholder Management,0,2025-06-14,2025-08-24,,Incomplete,,1,Operations,UK
LRN0004658,EMP02184,C003,Data Protection,1,2025-02-03,2025-03-01,2025-02-23,Completed,20.0,0,Commercial,UK
LRN0004659,EMP02184,C004,Leadership Essentials,0,2025-10-16,2026-01-01,2025-10-25,Completed,9.0,0,Commercial,UK
LRN0004660,EMP02185,C003,Data Protection,1,2025-07-01,2025-08-17,2025-07-19,Completed,18.0,0,Supply Chain,UK
LRN0004661,EMP02185,C004,Leadership Essentials,0,2026-01-23,2026-04-14,2026-02-08,Completed,16.0,0,Supply Chain,UK
LRN0004662,EMP02186,C002,Health and Safety,1,2025-05-17,2025-07-02,,Incomplete,,1,Operations,UK
LRN0004663,EMP02186,C006,Advanced Analytics,0,2025-01-05,2025-04-02,,Incomplete,,1,Operations,UK
LRN0004664,EMP02187,C003,Data Protection,1,2025-07-12,2025-08-26,,Incomplete,,1,Commercial,Netherlands
LRN0004665,EMP02187,C004,Leadership Essentials,0,2026-01-22,2026-04-03,2026-02-06,Completed,15.0,0,Commercial,Netherlands
LRN0004666,EMP02188,C002,Health and Safety,1,2025-11-14,2025-12-27,2025-12-04,Completed,20.0,0,Commercial,France
LRN0004667,EMP02188,C006,Advanced Analytics,0,2025-02-20,2025-05-05,2025-03-16,Completed,24.0,0,Commercial,France
LRN0004668,EMP02188,C005,Stakeholder Management,0,2025-05-02,2025-08-02,2025-05-29,Completed,27.0,0,Commercial,France
LRN0004669,EMP02189,C006,Advanced Analytics,0,2026-03-27,2026-06-09,2026-03-31,Completed,4.0,0,People,Ireland
LRN0004670,EMP02190,C002,Health and Safety,1,2026-03-08,2026-04-18,,Incomplete,,0,Customer Support,Ireland
LRN0004671,EMP02191,C003,Data Protection,1,2025-04-11,2025-05-27,,Incomplete,,1,Supply Chain,Ireland
LRN0004672,EMP02192,C003,Data Protection,1,2025-08-27,2025-09-27,2025-10-07,Completed,41.0,0,Supply Chain,Germany
LRN0004673,EMP02192,C006,Advanced Analytics,0,2025-01-05,2025-04-08,,Incomplete,,1,Supply Chain,Germany
LRN0004674,EMP02192,C005,Stakeholder Management,0,2026-02-09,2026-04-29,,Incomplete,,0,Supply Chain,Germany
LRN0004675,EMP02193,C003,Data Protection,1,2025-02-25,2025-04-11,2025-04-16,Completed,50.0,0,Operations,UK
LRN0004676,EMP02193,C004,Leadership Essentials,0,2025-11-14,2026-02-03,2025-12-03,Completed,19.0,0,Operations,UK
LRN0004677,EMP02194,C003,Data Protection,1,2025-04-06,2025-05-20,2025-04-20,Completed,14.0,0,Customer Support,UK
LRN0004678,EMP02195,C002,Health and Safety,1,2025-02-18,2025-04-07,2025-02-25,Completed,7.0,0,Finance,France
LRN0004679,EMP02195,C005,Stakeholder Management,0,2025-02-10,2025-04-23,2025-02-20,Completed,10.0,0,Finance,France
LRN0004680,EMP02196,C002,Health and Safety,1,2025-01-27,2025-03-01,2025-02-08,Completed,12.0,0,Sales,UK
LRN0004681,EMP02196,C006,Advanced Analytics,0,2025-10-12,2026-01-10,2025-10-22,Completed,10.0,0,Sales,UK
LRN0004682,EMP02197,C004,Leadership Essentials,0,2025-03-16,2025-06-01,,Incomplete,,1,Commercial,UK
LRN0004683,EMP02197,C006,Advanced Analytics,0,2026-02-11,2026-05-15,2026-02-16,Completed,5.0,0,Commercial,UK
LRN0004684,EMP02198,C003,Data Protection,1,2025-02-22,2025-04-12,2025-03-14,Completed,20.0,0,Sales,UK
LRN0004685,EMP02198,C004,Leadership Essentials,0,2025-09-20,2025-12-01,,Incomplete,,1,Sales,UK
LRN0004686,EMP02198,C006,Advanced Analytics,0,2025-03-01,2025-05-16,,Incomplete,,1,Sales,UK
LRN0004687,EMP02198,C005,Stakeholder Management,0,2026-03-15,2026-06-14,,Incomplete,,0,Sales,UK
LRN0004688,EMP02199,C005,Stakeholder Management,0,2025-04-11,2025-07-06,2025-06-12,Completed,62.0,0,Operations,Germany
LRN0004689,EMP02200,C002,Health and Safety,1,2025-03-19,2025-04-25,2025-04-25,Completed,37.0,0,Operations,UK
LRN0004690,EMP02200,C006,Advanced Analytics,0,2025-07-01,2025-09-20,,Incomplete,,1,Operations,UK
LRN0004691,EMP02201,C002,Health and Safety,1,2025-02-12,2025-03-16,,Incomplete,,1,Operations,France
LRN0004692,EMP02201,C004,Leadership Essentials,0,2026-03-04,2026-05-22,,Incomplete,,0,Operations,France
LRN0004693,EMP02202,C002,Health and Safety,1,2025-11-12,2025-12-22,,Incomplete,,1,Customer Support,UK
LRN0004694,EMP02202,C004,Leadership Essentials,0,2025-02-04,2025-05-04,,Incomplete,,1,Customer Support,UK
LRN0004695,EMP02203,C001,Code of Conduct,1,2026-01-04,2026-02-09,2026-01-13,Completed,9.0,0,Sales,France
LRN0004696,EMP02204,C002,Health and Safety,1,2025-06-18,2025-08-03,2025-06-26,Completed,8.0,0,Sales,France
LRN0004697,EMP02204,C004,Leadership Essentials,0,2025-06-24,2025-09-21,2025-07-25,Completed,31.0,0,Sales,France
LRN0004698,EMP02204,C006,Advanced Analytics,0,2025-05-05,2025-08-06,2025-05-14,Completed,9.0,0,Sales,France
LRN0004699,EMP02204,C005,Stakeholder Management,0,2025-04-20,2025-07-07,2025-05-21,Completed,31.0,0,Sales,France
LRN0004700,EMP02205,C001,Code of Conduct,1,2025-07-01,2025-08-11,2025-08-03,Completed,33.0,0,Operations,UK
LRN0004701,EMP02205,C006,Advanced Analytics,0,2025-02-07,2025-05-11,2025-02-17,Completed,10.0,0,Operations,UK
LRN0004702,EMP02206,C001,Code of Conduct,1,2025-03-30,2025-04-26,2025-04-14,Completed,15.0,0,Commercial,UK
LRN0004703,EMP02206,C006,Advanced Analytics,0,2025-11-08,2026-02-06,,Incomplete,,1,Commercial,UK
LRN0004704,EMP02206,C004,Leadership Essentials,0,2025-07-27,2025-10-16,2025-08-25,Completed,29.0,0,Commercial,UK
LRN0004705,EMP02207,C002,Health and Safety,1,2025-10-10,2025-11-18,2025-10-21,Completed,11.0,0,Sales,Germany
LRN0004706,EMP02207,C005,Stakeholder Management,0,2025-08-16,2025-10-27,,Incomplete,,1,Sales,Germany
LRN0004707,EMP02208,C005,Stakeholder Management,0,2026-02-08,2026-04-28,2026-02-25,Completed,17.0,0,Sales,UK
LRN0004708,EMP02208,C006,Advanced Analytics,0,2026-01-17,2026-04-10,,Incomplete,,0,Sales,UK
LRN0004709,EMP02208,C004,Leadership Essentials,0,2026-03-12,2026-05-28,2026-03-31,Completed,19.0,0,Sales,UK
LRN0004710,EMP02208,C001,Code of Conduct,1,2025-02-05,2025-03-04,2025-02-18,Completed,13.0,0,Sales,UK
LRN0004711,EMP02209,C006,Advanced Analytics,0,2025-01-28,2025-04-15,2025-02-28,Completed,31.0,0,Sales,UK
LRN0004712,EMP02209,C004,Leadership Essentials,0,2025-03-13,2025-06-10,,Incomplete,,1,Sales,UK
LRN0004713,EMP02210,C003,Data Protection,1,2025-03-10,2025-04-16,,Incomplete,,1,Supply Chain,France
LRN0004714,EMP02210,C004,Leadership Essentials,0,2025-10-22,2026-01-15,,Incomplete,,1,Supply Chain,France
LRN0004715,EMP02211,C003,Data Protection,1,2025-06-24,2025-08-10,2025-07-05,Completed,11.0,0,Commercial,Ireland
LRN0004716,EMP02212,C001,Code of Conduct,1,2025-09-15,2025-10-26,2025-09-17,Completed,2.0,0,Finance,UK
LRN0004717,EMP02213,C005,Stakeholder Management,0,2025-01-30,2025-04-29,2025-02-14,Completed,15.0,0,Technology,Netherlands
LRN0004718,EMP02213,C004,Leadership Essentials,0,2026-01-21,2026-04-20,2026-02-16,Completed,26.0,0,Technology,Netherlands
LRN0004719,EMP02213,C006,Advanced Analytics,0,2026-03-23,2026-06-01,2026-03-26,Completed,3.0,0,Technology,Netherlands
LRN0004720,EMP02214,C002,Health and Safety,1,2025-11-14,2026-01-03,2025-12-07,Completed,23.0,0,Customer Support,Germany
LRN0004721,EMP02214,C005,Stakeholder Management,0,2026-02-17,2026-05-09,,Incomplete,,0,Customer Support,Germany
LRN0004722,EMP02215,C001,Code of Conduct,1,2025-08-09,2025-09-10,2025-08-18,Completed,9.0,0,Customer Support,UK
LRN0004723,EMP02216,C003,Data Protection,1,2025-05-28,2025-07-14,2025-06-27,Completed,30.0,0,Supply Chain,UK
LRN0004724,EMP02217,C005,Stakeholder Management,0,2025-01-14,2025-04-19,2025-02-15,Completed,32.0,0,Commercial,Germany
LRN0004725,EMP02217,C006,Advanced Analytics,0,2026-03-25,2026-06-06,2026-03-31,Completed,6.0,0,Commercial,Germany
LRN0004726,EMP02217,C004,Leadership Essentials,0,2025-06-26,2025-09-09,2025-07-24,Completed,28.0,0,Commercial,Germany
LRN0004727,EMP02218,C002,Health and Safety,1,2025-01-19,2025-02-15,2025-02-20,Completed,32.0,0,Operations,Germany
LRN0004728,EMP02219,C001,Code of Conduct,1,2026-03-01,2026-04-18,2026-03-31,Completed,30.0,0,Supply Chain,UK
LRN0004729,EMP02219,C006,Advanced Analytics,0,2025-01-12,2025-03-31,,Incomplete,,1,Supply Chain,UK
LRN0004730,EMP02220,C002,Health and Safety,1,2025-03-10,2025-04-21,,Incomplete,,1,Supply Chain,UK
LRN0004731,EMP02220,C005,Stakeholder Management,0,2026-03-21,2026-06-13,2026-03-31,Completed,10.0,0,Supply Chain,UK
LRN0004732,EMP02221,C003,Data Protection,1,2025-04-01,2025-05-16,2025-04-20,Completed,19.0,0,Supply Chain,France
LRN0004733,EMP02221,C005,Stakeholder Management,0,2025-12-04,2026-02-27,2025-12-24,Completed,20.0,0,Supply Chain,France
LRN0004734,EMP02221,C004,Leadership Essentials,0,2025-06-09,2025-08-18,,Incomplete,,1,Supply Chain,France
LRN0004735,EMP02222,C003,Data Protection,1,2025-05-12,2025-06-10,2025-06-05,Completed,24.0,0,Supply Chain,UK
LRN0004736,EMP02223,C006,Advanced Analytics,0,2026-03-31,2026-06-26,2026-03-31,Completed,0.0,0,Technology,Germany
LRN0004737,EMP02223,C004,Leadership Essentials,0,2025-11-07,2026-01-27,2025-11-11,Completed,4.0,0,Technology,Germany
LRN0004738,EMP02223,C005,Stakeholder Management,0,2025-10-21,2026-01-13,2025-10-26,Completed,5.0,0,Technology,Germany
LRN0004739,EMP02223,C002,Health and Safety,1,2025-06-24,2025-07-31,2025-07-11,Completed,17.0,0,Technology,Germany
LRN0004740,EMP02224,C001,Code of Conduct,1,2025-05-07,2025-06-26,,Incomplete,,1,Customer Support,UK
LRN0004741,EMP02225,C002,Health and Safety,1,2026-01-01,2026-01-29,2026-01-18,Completed,17.0,0,Operations,UK
LRN0004742,EMP02225,C005,Stakeholder Management,0,2026-02-20,2026-05-11,2026-03-27,Completed,35.0,0,Operations,UK
LRN0004743,EMP02226,C004,Leadership Essentials,0,2025-04-24,2025-07-18,,Incomplete,,1,Operations,UK
LRN0004744,EMP02226,C006,Advanced Analytics,0,2025-04-21,2025-07-21,,Incomplete,,1,Operations,UK
LRN0004745,EMP02227,C001,Code of Conduct,1,2025-11-25,2026-01-10,2025-12-04,Completed,9.0,0,Supply Chain,UK
LRN0004746,EMP02227,C005,Stakeholder Management,0,2025-02-14,2025-04-25,,Incomplete,,1,Supply Chain,UK
LRN0004747,EMP02228,C006,Advanced Analytics,0,2025-01-24,2025-04-08,2025-02-08,Completed,15.0,0,Sales,UK
LRN0004748,EMP02228,C005,Stakeholder Management,0,2026-01-07,2026-03-31,2026-01-29,Completed,22.0,0,Sales,UK
LRN0004749,EMP02229,C003,Data Protection,1,2025-10-11,2025-11-11,2025-10-30,Completed,19.0,0,Customer Support,Ireland
LRN0004750,EMP02229,C004,Leadership Essentials,0,2025-04-22,2025-07-13,2025-05-14,Completed,22.0,0,Customer Support,Ireland
LRN0004751,EMP02229,C005,Stakeholder Management,0,2025-11-21,2026-01-30,2026-01-02,Completed,42.0,0,Customer Support,Ireland
LRN0004752,EMP02229,C006,Advanced Analytics,0,2026-03-20,2026-06-01,2026-03-25,Completed,5.0,0,Customer Support,Ireland
LRN0004753,EMP02230,C002,Health and Safety,1,2026-01-12,2026-02-15,,Incomplete,,1,Supply Chain,Ireland
LRN0004754,EMP02230,C005,Stakeholder Management,0,2025-03-28,2025-06-25,2025-05-21,Completed,54.0,0,Supply Chain,Ireland
LRN0004755,EMP02231,C003,Data Protection,1,2025-12-17,2026-01-13,2026-01-07,Completed,21.0,0,Sales,Ireland
LRN0004756,EMP02232,C004,Leadership Essentials,0,2026-03-22,2026-06-14,,Incomplete,,0,Operations,UK
LRN0004757,EMP02232,C005,Stakeholder Management,0,2025-05-23,2025-08-23,,Incomplete,,1,Operations,UK
LRN0004758,EMP02233,C004,Leadership Essentials,0,2026-03-22,2026-06-02,2026-03-29,Completed,7.0,0,People,Ireland
LRN0004759,EMP02233,C005,Stakeholder Management,0,2025-06-15,2025-09-16,2025-06-19,Completed,4.0,0,People,Ireland
LRN0004760,EMP02233,C006,Advanced Analytics,0,2025-05-22,2025-08-23,,Incomplete,,1,People,Ireland
LRN0004761,EMP02234,C004,Leadership Essentials,0,2025-10-05,2025-12-28,,Incomplete,,1,People,Germany
LRN0004762,EMP02234,C005,Stakeholder Management,0,2025-09-26,2025-12-18,,Incomplete,,1,People,Germany
LRN0004763,EMP02235,C001,Code of Conduct,1,2025-06-13,2025-07-12,,Incomplete,,1,Operations,UK
LRN0004764,EMP02235,C004,Leadership Essentials,0,2025-06-25,2025-09-12,,Incomplete,,1,Operations,UK
LRN0004765,EMP02236,C003,Data Protection,1,2025-02-03,2025-03-09,,Incomplete,,1,Supply Chain,Ireland
LRN0004766,EMP02236,C006,Advanced Analytics,0,2025-12-01,2026-02-09,,Incomplete,,1,Supply Chain,Ireland
LRN0004767,EMP02236,C004,Leadership Essentials,0,2025-07-29,2025-10-30,,Incomplete,,1,Supply Chain,Ireland
LRN0004768,EMP02237,C001,Code of Conduct,1,2025-09-19,2025-11-07,2025-10-02,Completed,13.0,0,Operations,France
LRN0004769,EMP02237,C006,Advanced Analytics,0,2025-11-28,2026-02-18,2025-12-11,Completed,13.0,0,Operations,France
LRN0004770,EMP02238,C003,Data Protection,1,2025-03-14,2025-04-13,2025-04-24,Completed,41.0,0,Operations,UK
LRN0004771,EMP02238,C005,Stakeholder Management,0,2025-12-28,2026-03-29,,Incomplete,,1,Operations,UK
LRN0004772,EMP02239,C002,Health and Safety,1,2025-01-13,2025-02-26,2025-02-08,Completed,26.0,0,Operations,Germany
LRN0004773,EMP02239,C005,Stakeholder Management,0,2025-09-02,2025-11-28,2025-10-04,Completed,32.0,0,Operations,Germany
LRN0004774,EMP02240,C002,Health and Safety,1,2025-03-23,2025-04-20,,Incomplete,,1,Operations,UK
LRN0004775,EMP02241,C001,Code of Conduct,1,2025-11-09,2025-12-27,2025-12-14,Completed,35.0,0,Supply Chain,France
LRN0004776,EMP02242,C003,Data Protection,1,2026-03-22,2026-04-23,2026-03-31,Completed,9.0,0,Operations,UK
